,Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
243,23/12/2017,230,3,5.4,77,1.6,583,1.6,0.0,0.0,0.0,Winter,No Holiday,Yes
244,12/07/2018,982,9,26.5,82,2.7,815,23.1,0.57,0.0,0.0,Summer,No Holiday,Yes
245,18/06/2018,436,2,20.7,76,0.3,920,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes
246,28/04/2018,647,8,12.7,67,0.6,378,6.7,0.86,0.0,0.0,Spring,No Holiday,Yes
247,22/07/2018,772,1,27.3,60,0.8,2000,18.8,0.0,0.0,0.0,Summer,No Holiday,Yes
248,07/02/2018,51,3,-12.5,49,1.5,1885,-21.0,0.0,0.0,0.0,Winter,No Holiday,Yes
249,14/04/2018,706,18,9.6,79,1.8,2000,6.1,0.39,0.0,0.0,Spring,No Holiday,Yes
250,25/08/2018,2022,20,24.6,65,2.9,2000,17.5,0.0,0.0,0.0,Summer,No Holiday,Yes
251,28/01/2018,206,13,-2.4,22,2.5,1866,-21.2,1.16,0.0,0.0,Winter,No Holiday,Yes
252,17/01/2018,212,10,4.3,58,0.5,401,-3.2,0.23,0.0,0.0,Winter,No Holiday,Yes
253,18/07/2018,701,11,30.2,53,2.2,1143,19.5,2.77,0.0,0.0,Summer,No Holiday,Yes
254,21/05/2018,2065,21,17.7,63,0.5,1324,10.5,0.0,0.0,0.0,Spring,No Holiday,Yes
255,01/10/2018,1258,15,19.0,40,3.8,1983,5.0,1.96,0.0,0.0,Autumn,No Holiday,Yes
256,30/03/2018,1045,20,14.3,63,2.6,936,7.3,0.0,0.0,0.0,Spring,No Holiday,Yes
257,14/09/2018,482,2,21.3,75,1.1,2000,16.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
258,03/02/2018,116,8,-9.5,56,3.5,1979,-16.6,0.01,0.0,0.3,Winter,No Holiday,Yes
259,03/06/2018,1274,23,22.0,44,0.8,1978,9.1,0.0,0.0,0.0,Summer,No Holiday,Yes
260,19/09/2018,0,1,20.5,64,0.4,2000,13.4,0.0,0.0,0.0,Autumn,No Holiday,No
261,18/04/2018,1209,21,12.1,40,2.0,1308,-1.1,0.0,0.0,0.0,Spring,No Holiday,Yes
262,13/09/2018,1097,14,27.2,49,1.5,1945,15.5,2.54,0.0,0.0,Autumn,No Holiday,Yes
263,29/06/2018,2602,19,27.1,64,1.1,829,19.6,0.28,0.0,0.0,Summer,No Holiday,Yes
264,23/05/2018,1588,22,14.8,59,1.0,1740,6.8,0.0,0.0,0.0,Spring,No Holiday,Yes
265,14/08/2018,700,15,37.2,38,2.5,1832,20.5,2.68,0.0,0.0,Summer,No Holiday,Yes
266,15/02/2018,39,6,-2.6,38,1.0,2000,-15.0,0.0,0.0,0.0,Winter,Holiday,Yes
267,29/09/2018,2397,18,24.8,41,0.5,2000,10.6,0.33,0.0,0.0,Autumn,No Holiday,Yes
268,28/09/2018,0,20,18.0,67,0.7,2000,11.7,0.0,0.0,0.0,Autumn,No Holiday,No
269,15/06/2018,1461,15,26.7,40,1.6,1995,11.9,2.42,0.0,0.0,Summer,No Holiday,Yes
270,25/08/2018,858,10,26.3,67,3.2,1673,19.6,1.48,0.0,0.0,Summer,No Holiday,Yes
271,19/07/2018,824,1,25.4,79,0.8,924,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes
272,04/08/2018,598,9,31.3,58,1.9,1598,22.0,1.24,0.0,0.0,Summer,No Holiday,Yes
273,24/08/2018,1162,20,23.5,81,3.5,2000,20.0,0.0,0.0,0.0,Summer,No Holiday,Yes
274,25/05/2018,201,5,14.3,75,0.6,635,9.9,0.0,0.0,0.0,Spring,No Holiday,Yes
275,13/06/2018,2404,19,22.8,64,2.3,1444,15.6,0.45,0.0,0.0,Summer,No Holiday,Yes
276,23/04/2018,81,0,10.7,94,2.6,477,9.7,0.0,2.0,0.0,Spring,No Holiday,Yes
277,11/01/2018,251,19,-10.9,44,3.0,2000,-20.7,0.0,0.0,0.0,Winter,No Holiday,Yes
278,05/08/2018,253,4,,83,2.2,1054,24.1,0.0,0.0,0.0,Summer,No Holiday,Yes
279,16/06/2018,1995,22,22.8,69,1.7,1656,16.8,0.0,0.0,0.0,Summer,No Holiday,Yes
280,13/10/2018,1402,12,16.6,36,0.7,1442,1.4,2.45,0.0,0.0,Autumn,No Holiday,Yes
281,24/07/2018,332,3,28.2,65,0.3,1999,20.9,0.0,0.0,0.0,Summer,No Holiday,Yes
282,30/11/2018,554,10,1.9,51,0.8,1029,-7.1,1.01,0.0,0.0,Autumn,No Holiday,Yes
283,19/02/2018,533,19,3.6,55,1.6,728,-4.6,0.0,0.0,0.0,Winter,No Holiday,Yes
284,03/02/2018,109,20,-8.5,31,4.1,2000,-22.6,0.0,0.0,0.0,Winter,No Holiday,Yes
285,04/03/2018,273,11,10.1,88,0.7,453,8.1,0.34,0.0,0.0,Spring,No Holiday,Yes
286,18/04/2018,842,19,14.7,40,2.4,1207,1.2,0.21,0.0,0.0,Spring,No Holiday,Yes
287,03/08/2018,763,16,36.7,44,3.5,1666,22.4,2.16,0.0,0.0,Summer,No Holiday,Yes
288,06/11/2018,0,1,9.8,75,0.5,668,5.5,0.0,0.0,0.0,Autumn,No Holiday,No
289,02/08/2018,549,10,34.4,46,2.0,1880,21.1,1.94,0.0,0.0,Summer,No Holiday,Yes
290,01/12/2017,862,18,0.6,66,1.4,2000,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes
291,18/01/2018,215,0,2.7,73,1.0,290,-1.6,0.0,0.0,0.0,Winter,No Holiday,Yes
292,20/11/2018,788,12,10.1,23,1.8,1745,-10.1,1.82,0.0,0.0,Autumn,No Holiday,Yes
293,20/10/2018,921,9,10.4,60,1.3,1326,2.9,0.99,0.0,0.0,Autumn,No Holiday,Yes
294,29/12/2017,236,23,0.3,80,0.8,264,-2.7,0.0,0.0,0.0,Winter,No Holiday,Yes
295,16/10/2018,2134,8,10.4,63,0.6,1367,3.6,0.19,0.0,0.0,Autumn,No Holiday,Yes
296,22/08/2018,214,4,23.6,81,0.8,1943,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes
297,02/07/2018,153,11,21.7,97,0.5,591,21.1,0.25,8.0,0.0,Summer,No Holiday,Yes
298,26/02/2018,402,7,-3.1,68,0.8,1417,-8.1,0.0,0.0,0.0,Winter,No Holiday,Yes
299,29/07/2018,456,8,28.6,63,0.8,1867,20.8,1.0,0.0,0.0,Summer,No Holiday,Yes
300,23/04/2018,12,10,8.6,95,2.5,578,7.8,0.2,4.0,0.0,Spring,No Holiday,Yes
301,07/02/2018,116,0,-12.3,47,0.4,1848,-21.3,0.0,0.0,0.0,Winter,No Holiday,Yes
302,11/04/2018,0,22,10.3,42,1.0,1923,-2.0,0.0,0.0,0.0,Spring,No Holiday,No
303,30/08/2018,1707,19,25.1,74,2.1,1105,20.1,0.0,0.5,0.0,Summer,No Holiday,Yes
304,31/08/2018,965,13,28.7,46,2.6,1815,15.9,3.1,0.0,0.0,Summer,No Holiday,Yes
305,31/08/2018,1995,20,25.4,74,1.6,2000,20.4,0.0,0.0,0.0,Summer,No Holiday,Yes
306,11/07/2018,1923,17,28.7,71,2.9,1666,22.9,0.71,0.0,0.0,Summer,No Holiday,Yes
307,09/12/2017,486,14,4.7,32,2.2,1948,-10.6,1.06,0.0,0.0,Winter,No Holiday,Yes
308,09/10/2018,0,12,18.3,40,0.6,1995,4.4,1.82,0.0,0.0,Autumn,Holiday,No
309,30/03/2018,284,6,10.3,70,1.2,555,5.0,0.0,0.0,0.0,Spring,No Holiday,Yes
310,21/03/2018,226,23,1.5,86,1.2,1495,-0.5,0.0,0.0,0.0,Spring,No Holiday,Yes
311,16/03/2018,660,22,4.9,46,0.8,2000,-5.7,0.0,0.0,0.0,Spring,No Holiday,Yes
312,06/12/2017,145,0,-2.8,77,0.0,331,-6.2,0.0,0.1,0.1,Winter,No Holiday,Yes
313,16/01/2018,321,22,4.0,57,0.3,430,-3.7,0.0,0.0,0.0,Winter,No Holiday,Yes
314,31/01/2018,403,18,-1.8,35,2.1,2000,-15.2,0.05,0.0,1.6,Winter,No Holiday,Yes
315,10/01/2018,217,12,-5.6,44,4.5,1830,-15.9,1.1,0.0,0.5,Winter,No Holiday,Yes
316,16/05/2018,151,13,21.8,97,2.4,682,21.2,0.06,35.0,0.0,Spring,No Holiday,Yes
317,02/03/2018,274,10,-1.8,30,2.1,1608,-17.1,1.59,0.0,0.0,Spring,No Holiday,Yes
318,06/04/2018,1114,18,5.9,43,5.3,859,-5.7,0.62,0.0,0.0,Spring,No Holiday,Yes
319,09/12/2017,56,5,-4.7,49,0.8,1999,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes
320,12/02/2018,262,9,-8.4,28,2.2,1947,-23.7,0.49,0.0,0.0,Winter,No Holiday,Yes
321,11/01/2018,443,8,-12.6,61,1.6,1610,-18.5,0.0,0.0,0.0,Winter,No Holiday,Yes
322,19/07/2018,393,3,24.4,85,0.6,678,21.7,0.0,0.0,0.0,Summer,No Holiday,Yes
323,27/03/2018,864,20,13.9,72,2.4,385,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes
324,06/05/2018,770,15,17.8,77,1.6,2000,13.7,1.13,0.0,0.0,Spring,No Holiday,Yes
325,28/12/2017,407,17,0.2,58,2.0,1159,-7.1,0.08,0.0,0.0,Winter,No Holiday,Yes
326,20/05/2018,2403,18,22.2,22,1.8,2000,-0.5,1.25,0.0,0.0,Spring,No Holiday,Yes
327,30/12/2017,30,22,1.8,92,1.2,94,0.6,0.0,0.0,0.0,Winter,No Holiday,Yes
328,13/12/2017,240,15,-4.9,26,3.1,1887,-21.5,0.89,0.0,0.0,Winter,No Holiday,Yes
329,15/11/2018,971,15,16.1,30,1.0,1125,-1.5,1.06,0.0,0.0,Autumn,No Holiday,Yes
330,25/11/2018,700,12,6.9,59,0.9,669,-0.5,1.31,0.0,2.2,Autumn,No Holiday,Yes
331,15/11/2018,610,0,7.7,67,0.4,1102,1.9,0.0,0.0,0.0,Autumn,No Holiday,Yes
332,31/10/2018,996,9,5.1,56,1.8,1825,-2.9,0.89,0.0,0.0,Autumn,No Holiday,Yes
333,05/03/2018,274,23,1.9,60,1.3,2000,-5.0,0.0,0.0,0.0,Spring,No Holiday,Yes
334,24/04/2018,923,13,15.9,53,2.1,2000,6.3,1.54,0.0,0.0,Spring,No Holiday,Yes
335,19/05/2018,2268,15,23.9,37,1.6,2000,8.3,3.07,0.0,0.0,Spring,No Holiday,Yes
336,04/07/2018,747,6,24.0,84,0.1,1969,21.1,0.05,0.0,0.0,Summer,No Holiday,Yes
337,12/09/2018,1165,12,26.3,44,1.2,1966,13.0,2.91,0.0,0.0,Autumn,No Holiday,Yes
338,09/01/2018,190,10,-4.8,57,3.0,1559,-12.0,0.47,0.0,0.5,Winter,No Holiday,Yes
339,23/01/2018,44,5,-10.5,46,3.0,2000,-19.9,0.0,0.0,1.0,Winter,No Holiday,Yes
340,15/10/2018,837,10,14.1,66,0.6,827,7.8,0.58,0.0,0.0,Autumn,No Holiday,Yes
341,12/03/2018,1066,8,3.8,47,0.8,1229,-6.5,0.06,0.0,0.0,Spring,No Holiday,Yes
342,03/11/2018,0,4,6.3,72,1.0,1104,1.6,0.0,0.0,0.0,Autumn,No Holiday,No
343,06/04/2018,545,15,6.8,50,4.1,660,-2.9,0.56,0.0,0.0,Spring,No Holiday,Yes
344,16/09/2018,142,16,22.5,86,2.5,342,20.0,0.47,0.0,0.0,Autumn,No Holiday,Yes
345,21/07/2018,477,3,26.1,74,0.1,1683,21.0,0.0,0.0,0.0,Summer,No Holiday,Yes
346,21/08/2018,73,6,23.8,89,3.3,882,21.8,0.0,1.5,0.0,Summer,No Holiday,Yes
347,18/01/2018,107,6,2.2,82,2.0,211,-0.5,0.0,0.0,0.0,Winter,No Holiday,Yes
348,25/01/2018,78,0,-15.9,43,3.8,2000,-25.6,0.0,0.0,0.7,Winter,No Holiday,Yes
349,01/02/2018,263,20,-2.4,36,1.0,2000,-15.4,0.0,0.0,0.0,Winter,No Holiday,Yes
350,06/05/2018,10,11,15.5,97,0.8,459,15.0,0.4,3.5,0.0,Spring,No Holiday,Yes
351,30/12/2017,86,4,-1.1,83,0.7,242,-3.6,0.0,0.0,0.0,Winter,No Holiday,Yes
352,22/09/2018,1604,20,20.4,52,1.2,2000,10.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
353,28/11/2018,287,6,2.6,33,1.5,1185,-12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
354,29/03/2018,466,0,13.4,77,1.5,537,9.4,0.0,0.0,0.0,Spring,No Holiday,Yes
355,01/02/2018,268,16,1.1,26,2.1,1957,-16.3,0.82,0.0,0.0,Winter,No Holiday,Yes
356,02/11/2018,1106,22,10.0,56,2.0,1290,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
357,25/10/2018,1316,22,13.6,56,1.0,1611,4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes
358,17/09/2018,1487,7,18.5,88,1.4,695,16.4,0.08,0.0,0.0,Autumn,No Holiday,Yes
359,21/02/2018,223,23,-2.7,58,1.1,2000,-9.8,0.0,0.0,0.0,Winter,No Holiday,Yes
360,29/03/2018,274,6,12.6,83,0.5,332,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes
361,15/10/2018,1119,9,12.8,74,0.5,831,8.2,0.31,0.0,0.0,Autumn,No Holiday,Yes
362,25/10/2018,729,0,10.5,75,0.3,1800,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
363,02/04/2018,918,7,15.1,80,1.0,623,11.6,0.01,0.0,0.0,Spring,No Holiday,Yes
364,01/03/2018,191,10,0.1,53,5.3,1022,-8.3,1.12,0.0,0.0,Spring,Holiday,Yes
365,24/10/2018,1126,12,16.8,48,1.6,1673,5.7,2.1,0.0,0.0,Autumn,No Holiday,Yes
366,11/11/2018,228,7,6.4,84,1.3,369,3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes
367,17/07/2018,1340,23,26.6,76,1.6,936,22.0,0.0,0.0,0.0,Summer,No Holiday,Yes
368,21/10/2018,1306,20,13.8,52,1.6,1341,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
369,18/08/2018,262,5,22.0,58,1.0,2000,13.3,0.0,0.0,0.0,Summer,No Holiday,Yes
370,20/09/2018,301,13,18.9,89,2.6,586,17.0,0.58,0.0,0.0,Autumn,No Holiday,Yes
371,02/02/2018,330,16,2.9,26,3.0,1968,-14.7,0.69,0.0,0.0,Winter,No Holiday,Yes
372,17/01/2018,286,20,3.5,72,1.7,361,-1.0,0.0,0.0,0.0,Winter,No Holiday,Yes
373,08/09/2018,1273,12,25.2,36,2.4,1995,9.0,2.93,0.0,0.0,Autumn,No Holiday,Yes
374,13/09/2018,968,0,21.9,62,1.0,1822,14.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
375,31/12/2017,84,8,-2.1,86,1.4,354,-4.1,0.0,0.0,1.2,Winter,Holiday,Yes
376,01/04/2018,1362,17,18.0,72,1.8,559,12.8,0.47,0.0,0.0,Spring,No Holiday,Yes
377,28/12/2017,86,3,-6.0,32,2.5,2000,-20.0,0.0,0.0,0.0,Winter,No Holiday,Yes
378,02/05/2018,93,4,18.4,81,0.4,300,15.0,0.0,0.0,0.0,Spring,No Holiday,Yes
379,26/11/2018,175,2,2.8,87,1.1,321,0.8,0.0,0.0,0.3,Autumn,No Holiday,Yes
380,04/01/2018,57,3,-7.4,54,1.7,1968,-15.1,0.0,0.0,0.0,Winter,No Holiday,Yes
381,27/08/2018,61,1,20.5,89,0.5,235,18.6,0.0,1.5,0.0,Summer,No Holiday,Yes
382,16/09/2018,1014,11,23.4,61,2.1,1964,15.4,0.91,0.0,0.0,Autumn,No Holiday,Yes
383,23/04/2018,41,16,9.6,96,1.7,1409,8.9,0.23,1.0,0.0,Spring,No Holiday,Yes
384,30/01/2018,254,9,-9.9,49,0.8,1624,-18.6,0.2,0.0,0.0,Winter,No Holiday,Yes
385,12/10/2018,940,23,9.8,66,0.5,1979,3.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
386,22/07/2018,256,5,25.5,72,0.4,2000,20.0,0.0,0.0,0.0,Summer,No Holiday,Yes
387,08/08/2018,1783,21,29.7,71,3.2,1934,23.8,0.0,0.0,0.0,Summer,No Holiday,Yes
388,07/05/2018,1336,22,18.6,69,1.7,1047,12.7,0.0,0.0,0.0,Spring,No Holiday,Yes
389,28/04/2018,152,5,10.9,81,1.7,348,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes
390,22/07/2018,526,9,30.5,54,0.9,1907,20.1,1.71,0.0,0.0,Summer,No Holiday,Yes
391,19/05/2018,1595,22,18.4,34,1.2,2000,2.2,0.0,0.0,0.0,Spring,No Holiday,Yes
392,21/08/2018,848,12,25.7,74,3.4,1951,20.7,1.16,0.0,0.0,Summer,No Holiday,Yes
393,29/04/2018,716,9,14.9,39,0.9,1354,1.0,1.56,0.0,0.0,Spring,No Holiday,Yes
394,29/07/2018,519,9,30.6,54,1.7,1831,20.2,1.68,0.0,0.0,Summer,No Holiday,Yes
395,04/10/2018,0,21,20.5,57,2.0,2000,11.6,0.0,0.0,0.0,Autumn,No Holiday,No
396,08/02/2018,99,6,-9.3,61,0.7,1684,-15.4,0.0,0.0,0.0,Winter,No Holiday,Yes
397,30/09/2018,0,21,15.2,40,3.0,2000,1.6,0.0,0.0,0.0,Autumn,No Holiday,No
398,23/02/2018,184,10,2.2,83,0.8,221,-0.3,0.92,0.0,3.7,Winter,No Holiday,Yes
399,07/04/2018,697,12,6.0,23,4.2,1990,-13.6,2.0,0.0,0.0,Spring,No Holiday,Yes
400,10/11/2018,1263,16,16.0,37,1.9,984,1.2,0.94,0.0,0.0,Autumn,No Holiday,Yes
401,05/04/2018,75,18,7.6,96,2.0,660,6.9,0.04,0.0,0.0,Spring,No Holiday,Yes
402,04/10/2018,0,22,19.8,60,1.6,2000,11.8,0.0,0.0,0.0,Autumn,No Holiday,No
403,15/04/2018,513,9,8.6,66,1.7,881,2.5,1.16,0.0,0.0,Spring,No Holiday,Yes
404,16/01/2018,207,1,1.2,64,0.7,455,-4.8,0.0,0.0,0.0,Winter,No Holiday,Yes
405,22/11/2018,1101,17,4.9,41,3.3,1985,-7.2,0.25,0.0,0.0,Autumn,No Holiday,Yes
406,27/01/2018,114,22,-7.8,43,2.3,1804,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes
407,25/12/2017,274,14,-0.4,31,2.0,2000,-15.5,1.1,0.0,0.0,Winter,Holiday,Yes
408,21/10/2018,172,6,7.6,75,0.6,1181,3.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
409,24/12/2017,196,2,5.4,80,0.9,190,2.2,0.0,0.0,0.0,Winter,Holiday,Yes
410,20/12/2017,97,6,-8.2,66,0.9,1718,-13.4,0.0,0.0,2.0,Winter,No Holiday,Yes
411,27/04/2018,986,11,17.7,44,1.5,945,5.2,2.51,0.0,0.0,Spring,No Holiday,Yes
412,10/04/2018,123,5,7.1,53,0.8,1392,-1.8,0.0,0.0,0.0,Spring,No Holiday,Yes
413,05/10/2018,221,4,17.7,57,1.3,2000,9.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
414,02/11/2018,851,23,9.7,56,1.3,1423,1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
415,08/02/2018,255,7,-9.6,67,1.0,1503,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes
416,02/08/2018,1881,18,36.7,47,2.5,1803,23.5,0.99,0.0,0.0,Summer,No Holiday,Yes
417,28/07/2018,656,2,,80,1.9,925,24.9,0.0,0.0,0.0,Summer,No Holiday,Yes
418,23/04/2018,25,8,8.8,95,2.8,519,8.0,0.03,5.0,0.0,Spring,No Holiday,Yes
419,13/11/2018,162,5,4.7,72,0.0,1310,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
420,22/08/2018,289,5,23.4,82,0.4,2000,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes
421,27/05/2018,1004,11,22.3,33,1.8,1853,0.0,1.54,0.0,0.0,Spring,No Holiday,Yes
422,04/02/2018,54,3,-10.6,47,3.7,2000,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes
423,23/03/2018,243,6,2.3,80,0.7,546,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes
424,12/09/2018,1017,11,24.8,44,2.1,1955,11.7,2.55,0.0,0.0,Autumn,No Holiday,Yes
425,09/04/2018,97,2,2.2,88,0.5,508,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes
426,16/12/2017,217,0,-2.6,73,3.4,787,-6.7,0.0,0.0,0.0,Winter,No Holiday,Yes
427,19/07/2018,798,13,32.6,47,2.7,1641,19.8,3.36,0.0,0.0,Summer,No Holiday,Yes
428,21/08/2018,827,13,27.1,66,2.6,1895,20.1,1.54,0.0,0.0,Summer,No Holiday,Yes
429,01/07/2018,54,5,22.6,86,0.5,1076,20.1,0.0,0.1,0.0,Summer,No Holiday,Yes
430,28/01/2018,42,7,-8.0,39,1.9,2000,-19.5,0.0,0.0,0.0,Winter,No Holiday,Yes
431,31/05/2018,188,4,14.8,85,0.7,478,12.2,0.0,0.0,0.0,Spring,No Holiday,Yes
432,11/08/2018,826,16,35.6,39,2.7,2000,19.5,1.81,0.0,0.0,Summer,No Holiday,Yes
433,05/08/2018,1247,18,31.8,63,4.0,1849,23.8,0.81,0.0,0.0,Summer,No Holiday,Yes
434,05/03/2018,9,2,6.3,89,2.2,1456,4.6,0.0,0.0,0.0,Spring,No Holiday,Yes
435,15/01/2018,306,14,7.1,52,2.1,646,-2.1,0.76,0.0,0.0,Winter,No Holiday,Yes
436,15/01/2018,122,1,3.0,62,0.9,835,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes
437,06/07/2018,1210,13,26.2,53,2.1,2000,15.8,2.23,0.0,0.0,Summer,No Holiday,Yes
438,09/10/2018,0,9,12.8,57,1.2,1838,4.4,0.55,0.0,0.0,Autumn,Holiday,No
439,30/07/2018,688,13,34.7,43,1.3,2000,20.2,2.05,0.0,0.0,Summer,No Holiday,Yes
440,26/04/2018,1447,21,13.4,60,2.2,1517,5.7,0.0,0.0,0.0,Spring,No Holiday,Yes
441,09/01/2018,265,13,-2.6,45,4.0,1663,-12.9,1.11,0.0,0.3,Winter,No Holiday,Yes
442,06/12/2017,144,1,-3.0,79,0.0,293,-6.1,0.0,0.0,0.3,Winter,No Holiday,Yes
443,24/01/2018,82,23,-15.7,43,3.6,2000,-25.4,0.0,0.0,0.7,Winter,No Holiday,Yes
444,09/12/2017,169,3,-4.3,47,0.6,1992,-13.9,0.0,0.0,0.0,Winter,No Holiday,Yes
445,07/01/2018,192,0,-3.8,48,0.7,1574,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes
446,24/03/2018,589,11,9.0,56,2.0,399,0.6,1.11,0.0,0.0,Spring,No Holiday,Yes
447,01/09/2018,1523,23,24.4,54,1.6,2000,14.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
448,17/02/2018,155,11,-2.8,19,2.6,1957,-23.2,1.91,0.0,0.0,Winter,Holiday,Yes
449,10/09/2018,226,5,19.1,62,1.6,2000,11.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
450,05/09/2018,2068,17,27.7,40,5.0,2000,12.8,1.51,0.0,0.0,Autumn,No Holiday,Yes
451,26/06/2018,53,8,20.8,94,1.0,159,19.7,0.05,3.5,0.0,Summer,No Holiday,Yes
452,15/05/2018,2915,18,27.5,47,2.5,1113,15.1,0.43,0.0,0.0,Spring,No Holiday,Yes
453,30/06/2018,1235,14,27.5,69,0.5,736,21.2,1.84,0.0,0.0,Summer,No Holiday,Yes
454,03/05/2018,762,10,13.8,47,4.8,1561,2.6,1.64,0.0,0.0,Spring,No Holiday,Yes
455,24/06/2018,369,7,20.5,82,0.8,338,17.3,0.16,0.0,0.0,Summer,No Holiday,Yes
456,19/04/2018,795,11,16.1,23,2.5,1361,-5.0,2.52,0.0,0.0,Spring,No Holiday,Yes
457,08/01/2018,109,1,0.9,42,0.2,1333,-10.5,0.0,0.0,0.0,Winter,No Holiday,Yes
458,09/09/2018,589,2,18.1,57,0.3,2000,9.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
459,11/09/2018,2072,20,22.9,48,1.2,2000,11.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
460,04/07/2018,316,5,24.2,86,0.2,2000,21.7,0.0,0.0,0.0,Summer,No Holiday,Yes
461,15/04/2018,464,21,9.6,66,1.7,1850,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes
462,20/02/2018,177,0,0.0,75,2.3,394,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes
463,07/11/2018,679,23,12.9,72,1.4,2000,7.9,0.0,0.0,0.0,Autumn,No Holiday,Yes
464,15/01/2018,55,5,5.0,76,1.9,808,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes
465,10/06/2018,1442,12,23.2,50,2.2,1988,12.1,2.45,0.0,0.0,Summer,No Holiday,Yes
466,13/05/2018,1839,13,19.1,65,1.9,1145,12.3,2.26,0.0,0.0,Spring,No Holiday,Yes
467,31/03/2018,264,3,10.7,74,1.7,712,6.2,0.0,0.0,0.0,Spring,No Holiday,Yes
468,22/05/2018,443,7,16.3,69,0.7,1750,10.5,0.34,0.0,0.0,Spring,Holiday,Yes
469,02/01/2018,31,4,-2.7,67,0.5,1302,-7.9,0.0,0.0,0.0,Winter,No Holiday,Yes
470,22/03/2018,726,21,4.5,62,2.0,826,-2.1,0.0,0.0,0.0,Spring,No Holiday,Yes
471,11/10/2018,1070,9,8.4,49,2.6,2000,-1.7,1.17,0.0,0.0,Autumn,No Holiday,Yes
472,20/11/2018,378,23,9.3,43,3.5,1807,-2.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
473,04/02/2018,107,21,-8.9,35,3.2,2000,-21.6,0.0,0.0,0.0,Winter,No Holiday,Yes
474,27/01/2018,145,12,-7.7,32,2.5,1763,-21.5,1.13,0.0,0.3,Winter,No Holiday,Yes
475,25/02/2018,52,4,-1.1,43,0.7,1558,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes
476,28/11/2018,555,23,2.9,31,1.7,1869,-12.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
477,22/10/2018,1904,17,18.9,35,1.7,720,3.0,0.41,0.0,0.0,Autumn,No Holiday,Yes
478,30/03/2018,1156,16,20.7,36,3.6,811,5.0,1.82,0.0,0.0,Spring,No Holiday,Yes
479,06/11/2018,0,22,12.3,73,1.2,277,7.5,0.0,0.0,0.0,Autumn,No Holiday,No
480,06/01/2018,189,20,-2.1,41,1.1,1578,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes
481,22/09/2018,215,6,18.4,95,0.1,752,17.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
482,28/02/2018,174,2,5.2,54,1.3,516,-3.3,0.0,0.0,0.0,Winter,No Holiday,Yes
483,09/08/2018,628,13,29.7,80,1.7,1312,25.8,0.73,0.4,0.0,Summer,No Holiday,Yes
484,12/03/2018,47,4,2.8,52,0.6,1249,-6.1,0.0,0.0,0.0,Spring,No Holiday,Yes
485,26/05/2018,1985,19,24.9,46,3.1,1341,12.4,0.43,0.0,0.0,Spring,No Holiday,Yes
486,19/11/2018,793,14,10.6,34,2.8,920,-4.6,1.07,0.0,0.0,Autumn,No Holiday,Yes
487,03/11/2018,0,15,18.5,25,1.6,1724,-1.9,1.63,0.0,0.0,Autumn,No Holiday,No
